LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
50000,1,3,2,29,0,0,0,0,0,0,46803,47796,49024,50192,49515,48038,1772,2000,2100,5400,8174,1687
130000,2,3,1,34,0,0,2,0,0,0,124777,133265,129713,129883,122349,101415,12000,0,5100,4820,3844,4500
70000,1,3,1,53,-1,-1,-1,2,0,0,712,712,862,862,862,862,712,862,712,712,712,712
150000,1,1,2,29,0,0,0,0,0,0,146330,147720,148748,104123,132321,37683,4979,3592,2556,2300,1427,1000
20000,1,2,2,40,1,4,3,2,2,2,17361,16803,16253,15695,16832,16420,0,0,0,1400,0,603
50000,2,2,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
170000,2,1,2,29,-1,-1,0,-1,-1,-2,1380,9493,8794,2301,0,0,9533,5004,2301,0,0,7800
20000,1,3,2,28,1,2,2,2,0,0,18534,17944,20199,19492,19888,14087,0,2860,0,549,441,502
10000,1,2,2,26,1,4,3,2,0,0,9526,9240,8950,8660,8840,9472,0,0,0,468,929,0
20000,1,2,2,25,0,0,2,2,2,2,15859,18486,18686,18983,18540,19775,3200,800,900,0,1700,0
70000,2,3,1,48,2,2,2,2,2,2,62775,64139,65516,65945,66267,68549,3000,3000,2100,2000,3500,800
400000,2,3,1,42,-1,-1,-1,-1,-1,-1,10132,16932,13088,28540,11860,3978,16932,13088,28540,11860,3978,2390
150000,2,2,1,37,-1,2,2,-2,-1,-1,1184,794,2756,0,2430,4840,0,2772,0,2430,4844,0
240000,2,2,1,53,0,0,0,0,2,0,135322,100522,84626,76205,46771,35207,4531,3728,3612,0,1100,2000
60000,2,3,1,40,1,-1,0,0,-1,0,749,44893,34812,15768,25915,25058,60295,3000,3020,25915,1500,2000
260000,2,2,2,28,0,0,0,0,0,0,181121,167875,171913,169495,167944,166881,7013,10051,10026,7039,8057,10213
20000,2,2,3,30,1,2,2,2,0,0,17836,17246,19381,18772,19145,19545,0,2921,0,685,708,700
50000,2,3,1,36,0,0,0,0,0,0,13572,10805,8623,8799,8468,8768,1188,3000,176,169,300,1200
80000,2,2,1,43,2,0,0,0,0,0,68612,69971,71846,72372,73475,74842,3100,3600,2720,2400,2224,3990
30000,1,6,1,53,-2,-2,-2,-2,-2,-2,1780,0,0,0,0,0,24437,0,0,0,0,0
150000,2,1,2,31,-2,-2,-2,-2,-2,-2,4847,4268,0,1193,-127,-127,4268,0,1193,0,0,1956
130000,1,2,2,29,0,0,0,0,0,0,130708,132080,130128,101794,101826,101763,6658,5146,4000,4000,3866,3435
180000,1,2,1,46,-1,-1,-1,-1,-1,-1,390,390,390,0,390,930,390,390,0,390,930,135
250000,2,1,2,25,0,0,0,0,0,0,18761,10656,7099,11758,17047,16483,4662,2101,7227,7865,8485,5777
200000,2,1,1,32,0,0,-1,-1,-2,-2,12367,13732,1513,0,0,0,2000,1513,0,0,0,0
360000,1,1,2,35,-1,-1,-2,-2,-2,-2,2220,0,0,0,0,0,0,0,0,0,0,0
60000,2,2,2,31,0,0,0,0,0,2,59426,59643,61279,61017,30117,29526,2800,3200,2535,2331,0,1073
50000,2,2,1,45,-1,-1,0,0,0,0,2618,1969,20771,20231,19485,18280,2007,20275,1204,1001,1003,1210
110000,2,2,2,23,0,0,0,0,0,0,106963,101958,85914,73638,72119,73764,5023,3900,2600,5000,3000,3000
30000,1,3,1,44,4,3,2,2,-2,-2,7221,6962,6700,0,0,0,0,0,0,0,0,0
210000,2,2,1,29,0,0,0,-1,-1,0,145499,107712,-564,4270,143607,144505,4751,0,6000,143754,5000,5314
50000,2,2,1,50,0,0,0,-1,-1,-1,48119,48318,21750,4387,4392,9493,1554,1028,4387,4392,9493,492
320000,2,1,1,29,-1,0,0,-2,-2,-2,2799,7932,0,0,0,0,7329,0,0,0,0,0
20000,2,3,2,35,-2,-2,-2,-2,-2,-2,0,1492,0,0,0,0,1492,0,0,0,0,0
20000,2,2,1,24,-1,4,4,3,4,3,19915,19902,19299,20686,20073,19470,600,0,2000,0,0,0
450000,1,1,1,37,1,-1,-1,-2,-2,-2,0,245,0,0,0,0,245,0,0,0,0,0
200000,2,2,2,24,0,0,0,0,0,-2,19326,20330,21362,22000,2000,950,1330,1362,1000,2000,950,0
170000,2,3,2,29,0,0,0,0,0,0,116048,117485,119050,120225,122345,124302,4200,4300,4400,4518,4500,5000
100000,1,2,2,28,0,0,0,0,0,0,32480,33237,34300,35623,35515,36413,1600,1600,1901,1275,1470,1400
240000,2,2,1,30,-1,-1,-1,-1,-1,-1,17047,15188,11366,14231,11135,7774,15188,11366,14231,11135,7774,7785
250000,2,1,1,47,-1,-1,-1,-1,-1,-1,43098,10606,49815,19857,56064,45427,10615,49825,19866,56074,45443,29916
180000,2,2,1,35,-1,-1,-1,-1,-2,-1,1866,590,360,0,0,414,590,360,0,0,414,0
10000,1,2,2,21,0,0,0,0,0,0,7327,8244,9259,9757,9887,9987,1500,1300,1000,206,2094,0
180000,1,1,1,37,1,-2,-2,-2,-1,0,0,0,0,0,2201,2201,0,0,0,2201,0,0
240000,1,1,2,34,1,2,-1,-1,0,0,40286,38008,9497,9124,7128,2745,14,9497,9124,2000,1200,1000
350000,2,1,2,24,2,2,0,0,2,0,86342,84103,86179,91608,86705,90208,0,3500,6800,0,5100,105000
10000,1,2,2,23,3,2,2,0,0,0,4256,5113,4883,5155,5275,0,1081,0,353,375,0,0
360000,2,1,2,29,-1,-1,-1,0,0,0,357,3050,9118,19183,36842,10621,3050,9118,11000,30000,428,3166
20000,1,3,1,39,-1,2,2,2,-1,-1,780,780,390,0,780,0,390,0,0,780,0,0
360000,1,3,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,3,1,51,0,0,0,0,0,0,42257,44243,64104,33406,34104,34869,3000,2500,1985,1163,1256,1316
360000,2,1,1,32,-1,-1,-1,-1,-1,-1,39587,17900,5307,23102,64617,10542,18011,5307,23102,64617,10542,9702
